Row	Product ID	Name	Product URL	Description	Current Category	Retailer	Price	Gender	Age Bands
14	cmu3quqgn07h9tcodb8yhichc	"Cellular Blanket - Grey"	https://babymori.com/products/mori-cellular-blanket-grey	"Crafted from bamboo and cotton, our cellular blanket is perfect for newborns and babies. The holes allow airflow, making it safe for little ones to use in a cot or pushchair. The fabric blend is highly breathable and helps to regulate a baby's temperature. The blanket is cleverly designed to trap air meaning it stays warm in the winter and cool in the summer. Once your little one has grown out of the blanket, it can also be used as a wearable blanket or cover when it's cold. • Made from 50% cott"	"Fashion & accessories"	"babymori.com"	20	KIDS	"Under 5"
15	cmu3quqgn07hbtcod4rny4be2	"Cellular Blanket - Taupe"	https://babymori.com/products/mori-cellular-blanket-taupe	"Crafted from bamboo and cotton, our cellular blanket is perfect for newborns and babies. The holes allow airflow, making it safe for little ones to use in a cot or pushchair. The fabric blend is highly breathable and helps to regulate a baby's temperature. The blanket is cleverly designed to trap air meaning it stays warm in the winter and cool in the summer. Once your little one has grown out of the blanket, it can also be used as a wearable blanket or cover when it's cold. • Made from 50% cott"	"Fashion & accessories"	"babymori.com"	20	KIDS	"Under 5"
16	cmu3quqgo07hftcodd2zfhlke	"Cellular Blanket - Mint"	https://babymori.com/products/mori-cellular-blanket-mint	"Crafted from bamboo and cotton, our cellular blanket is perfect for newborns and babies. The holes allow airflow, making it safe for little ones to use in a cot or pushchair. The fabric blend is highly breathable and helps to regulate a baby's temperature. The blanket is cleverly designed to trap air meaning it stays warm in the winter and cool in the summer. Once your little one has grown out of the blanket, it can also be used as a wearable blanket or cover when it's cold. • Made from 50% cott"	"Fashion & accessories"	"babymori.com"	20	KIDS	"Under 5"
17	cmu3quqgp07hhtcodtst653vc	"Cellular Blanket - Blush"	https://babymori.com/products/mori-cellular-blanket	"Crafted from bamboo and cotton, our cellular blanket is perfect for newborns and babies. The holes allow airflow, making it safe for little ones to use in a cot or pushchair. The fabric blend is highly breathable and helps to regulate a baby's temperature. The blanket is cleverly designed to trap air meaning it stays warm in the winter and cool in the summer. Once your little one has grown out of the blanket, it can also be used as a wearable blanket or cover when it's cold. • Made from 50% cott"	"Fashion & accessories"	"babymori.com"	20	KIDS	"Under 5"
18	cmu3quqgp07hjtcodjznx9n41	"Ribbed Front Opening Sleeping Bag 0.5 TOG - Mint"	https://babymori.com/products/ribbed-front-opening-sleeping-bag-0-5-tog	"Our 0.5 TOG sleeping bag is designed for summer slumbers. It's crafted in our unique organic cotton & bamboo fabric with a little stretch for comfort. The sleeping bag features a concealed zip-up front which unzips from the bottom for quicker changes. Sizes 6-24m & 2-4y are adjustable to grow with your baby or toddler. • Made from our ribbed fabric: 67% bamboo, 28% organic cotton and 5% elastane • Fill: 100% polyester • Unzips from the bottom • Adjustable length 6-24m & 2-4y • Contrast binding o"	"Home & interiors"	"babymori.com"	33.25	KIDS	"Under 5"
19	cmu3r043808l9tcodm4e28at8	"Little Dutch Safari Friends Cuddle Monkey"	https://babymori.com/products/little-dutch-safari-friends-cuddle-monkey	"The Little Dutch Safari Friends Cuddle Monkey is a wonderfully soft companion for everyday cuddles and adventures. Sweet embroidery and playful leaves give little hands extra details to discover. • Suitable from birth • Features embroidery and play labels • Soft cuddly monkey toy • Material: 100% polyester • Dimensions: 15 x 34 x 9cm"	"Fashion & accessories"	"babymori.com"	11.96	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
20	cmu3qvhg107m7tcod6gd5mbpo	"Clever Zip Sleepsuit - Blush Stripe"	https://babymori.com/products/clever-zip-sleepsuit-blush-stripe	"Meet the baby sleepsuit every parent dreams of. Designed with a concealed two-way zip front, nighttime changes have never been simpler. Plus, it's crafted in the softest signature fabric which is breathable , temperature-regulating and gentle on sensitive skin. • Made from our signature fabric: 70% bamboo and 30% organic cotton • Two-way zip, concealed for safety • Safety tab on zipper • Includes feet on sizes up to 9m • Fold-over scratch mitts up to 9m PERSONALISATION: case sensitive, up to 10 "	"Fashion & accessories"	"babymori.com"	33.5	KIDS	"Under 5"
21	cmu3quqgj07gptcodfi0rf6ba	"Pre-Washed Regular Muslin - White"	https://babymori.com/products/pre-washed-muslin-regular	"A versatile essential, our regular-sized muslin can be used for a myriad of things. It's perfect for mopping up spillages, discreet breastfeeding or as a wearable blanket and crafted in soft and breathable cotton for comfort. Made from 100% organic cotton Pre-washed material All over MORI print Measures: 75cm x 75cm"	"Home & interiors"	"babymori.com"	12	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
22	cmu3quqgl07gvtcodbskqa4qo	"Pre-Washed Large Muslin Swaddle - Blue"	https://babymori.com/products/pre-washed-muslin-large-swaddle-blue	"Our large muslin is essential for every parent. Crafted in breathable cotton, it has a myriad of uses such as swaddling your little one, burp cloth or a comforting wearable blanket. Made from 100% organic cotton Pre-washed material All over MORI print Measures: 110cm x 110cm ***MORE INFO*** PERSONALISATION: case sensitive, up to 10 characters. Please note: Personalised items will be fulfilled in 5 working days. Personalised items are non-refundable."	"Home & interiors"	"babymori.com"	16	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
23	cmu3quqgl07gxtcodgvecp8ma	"Pre-Washed Large Muslin Swaddle - Grey"	https://babymori.com/products/pre-washed-muslin-large-swaddle-grey	"Our large muslin is essential for every parent. Crafted in breathable cotton, it has a myriad of uses such as swaddling your little one, burp cloth or a comforting wearable blanket. Made from 100% organic cotton Pre-washed material All over MORI print Measures: 110cm x 110cm ***MORE INFO*** PERSONALISATION: case sensitive, up to 10 characters. Please note: Personalised items will be fulfilled in 5 working days. Personalised items are non-refundable."	"Home & interiors"	"babymori.com"	16	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
24	cmu3qw8k007tbtcodaph9m1r4	"Annual Sleep Club Membership"	https://babymori.com/products/annual-sleep-club-membership-sign-up	"Join the MORI Sleep Club and get an award-winning sleepsuit every month at 50% lower price, in addition to 20% site-wide discount, free unlimited UK delivery and tips and content tailored just for you."	"Fashion & accessories"	"babymori.com"	178.8	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
25	cmu3qw8k407tttcodut7ooo56	"Ribbed Headband - Rose"	https://babymori.com/products/ribbed-headband	"The Ribbed Headband is the perfect finishing touch to your little one's outfit. Crafted from the softest fabric with a hint of stretch for a comfortable fit. • Made from 67% bamboo, 28% organic cotton and 5% elastane • Soft knot detailing • Stretch fabric to grow with little one • newborn - 12 m"	"Home & interiors"	"babymori.com"	8.5	KIDS	"Under 5"
26	cmu3qw8k507tztcod473jxh0u	"Ribbed Pyjamas - Mint"	https://babymori.com/products/ribbed-pyjama-set-mint	"Cosy sofa days and peaceful slumbers call for the comfiest pyjamas . Ours are made from supersoft fabric with stretch. Top features: • Made from our ribbed fabric: 67% bamboo, 28% organic cotton and 5% elastane • Popper placket on front Bottoms feature: • Made from our ribbed fabric: 67% bamboo, 28% organic cotton and 5% elastane • Elasticated waistband • Cuffs on leg"	"Fashion & accessories"	"babymori.com"	33.5	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
27	cmu3qwzil07x1tcodmd6cixxp	"Baby Hat - White"	https://babymori.com/products/hat	"Our supersoft baby hats are perfect for keeping little heads warm. They're made from breathable and temperature-regulating fabrics. Made from our signature fabric: 70% bamboo and 30% organic cotton Flexible roll-up length"	"Fashion & accessories"	"babymori.com"	12	KIDS	"Under 5"
28	cmu3qw8k607u5tcodpiiqmov0	"Ribbed Pyjamas - Blue"	https://babymori.com/products/ribbed-pyjama-set-blue	"Cosy sofa days and peaceful slumbers call for the comfiest pyjamas . Ours are made from supersoft fabric with stretch. Top features: • Made from our ribbed fabric: 67% bamboo, 28% organic cotton and 5% elastane • Popper placket on front Bottoms feature: • Made from our ribbed fabric: 67% bamboo, 28% organic cotton and 5% elastane • Elasticated waistband • Cuffs on leg"	"Fashion & accessories"	"babymori.com"	33.5	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
29	cmu3qw8k707udtcodwgaf1yq5	"Baby Mittens - Oatmeal Stripe"	https://babymori.com/products/baby-mittens-oatmeal-stripe	"Keep little hands warm with our baby mittens Made from our signature fabric, the mittens have ribbed cuffs to ensure they stay put . • Made from our signature fabric: 70% bamboo and 30% organic cotton • Ribbed cuffs to keep mittens on hands • Scratch-free design • Fits ages 0-3m"	"Outerwear"	"babymori.com"	3.75	KIDS	"Under 5"
30	cmu3qw8k707uftcodcxsf2yqa	"Baby Mittens - Grey"	https://babymori.com/products/baby-mittens-grey	"Keep little hands warm with our baby mittens Made from our signature fabric, the mittens have ribbed cuffs to ensure they stay put . • Made from our signature fabric: 70% bamboo and 30% organic cotton • Ribbed cuffs to keep mittens on hands • Scratch-free design • Fits ages 0-3m"	"Outerwear"	"babymori.com"	7.5	KIDS	"Under 5"
31	cmu3qw8k707uhtcodfcdtje8u	"Baby Mittens - Blue Stripe"	https://babymori.com/products/baby-mittens-blue-stripe	"Keep little hands warm with our baby mittens Made from our signature fabric, the mittens have ribbed cuffs to ensure they stay put . • Made from our signature fabric: 70% bamboo and 30% organic cotton • Ribbed cuffs to keep mittens on hands • Scratch-free design • Fits ages 0-3m"	"Outerwear"	"babymori.com"	7.5	KIDS	"Under 5"
32	cmu3qw8k907uttcodafam77j1	"Long Sleeve Kimono Bodysuit 4 Pack"	https://babymori.com/products/long-sleeve-kimono-bodysuit-4-pack	"Our Long Sleeve Kimono Bodysuit 4 Pack is crafted from our signature bamboo and organic cotton fabric, to ensure only the softest touch on baby’s sensitive skin. Designed for both style and practicality, the baby bodysuits feature a wrap-style front with poppers for fuss-free dressing. Save 25% on RRP when you purchase 4 pack (one bodysuit free) • Made from our signature 30% organic cotton and 70% bamboo fabric • Kimono wrap front • Fold over scratch mitts up to 6m • Nickel-free poppers on crotc"	"Fashion & accessories"	"babymori.com"	67.5	KIDS	"Under 5"
33	cmu3qw8ka07uvtcodx3z6mpyd	"Clever Zip Sleepsuit 2 Pack"	https://babymori.com/products/zip-up-sleepsuit-2-pack	"Our Clever Zip Sleepsuit 2 Pack is designed to keep little ones sleeping comfortably all night long. They're crafted in our softest signature fabric for a gentle touch on a baby's sensitive skin. The sleepsuits have a zip from top to toe which makes nighttime changes quick & easy. • Made from our signature 30% organic cotton and 70% bamboo fabric • Two-way zip, concealed for safety • Safety tab on zipper • With feet up to 9m, without feet over 9m • Fold over scratch mitts up to 9m"	"Fashion & accessories"	"babymori.com"	55.25	KIDS	"Under 5"
34	cmu3qw8k907urtcod8a7996jy	"Everyday Leggings 3 Pack"	https://babymori.com/products/everyday-leggings-3-pack	"Perfect for pairing on with our soft T-Shirts or Sweatshirts, our Leggings Set is perfect for little ones to explore in. • Made from our signature organic cotton 30% and 70% bamboo fabric • Soft elasticated waistband for extra comfort"	"Fashion & accessories"	"babymori.com"	49.5	KIDS	"EIGHTEEN_TO_30, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
35	cmu3qw8ka07uxtcodnly8mxi5	"Bunny Comforter - Blush Stripe"	https://babymori.com/products/bunny-comforter	"Our Bunny Comforter is bound to become your little one's favourite cuddle companion. Made from our softest signature fabric, it features an adorable bunny face & a loop attachment so it won't get lost. • Made from our signature organic cotton 30% and 70% bamboo fabric • 30 cm x 30 cm • Loop to attach to dummy or pushchair ***MORE INFO*** PERSONALISATION: case sensitive, up to 10 characters. Please note: Personalised items will be fulfilled in 5 working days. Personalised items are non-refundable"	"Home & interiors"	"babymori.com"	17	KIDS	"Under 5"
36	cmu3qw8kb07v1tcod0aaptepi	"Welcome to our World Set"	https://babymori.com/products/welcome-to-our-world-set	"Our Newborn Baby Gift Set is the perfect gift for welcoming a newborn to the world. It includes four of our softest, yet practical essentials all crafted in our signature organic cotton and bamboo fabric which is gentle on a newborn's sensitive skin. The set features our bestselling Clever Zip-Up Sleepsuit & Kimono Bodysuit ideal for keeping little ones comfortably covered day & night, along with a hat and blanket. Clever Zip-Up Sleepsuit features: • Made from our signature 30% organic cotton an"	"Fashion & accessories"	"babymori.com"	58	KIDS	"Under 5"
37	cmu3qw8kb07v3tcodx0s5igbm	"Roll Neck Bodysuit & Leggings Set"	https://babymori.com/products/roll-neck-bodysuit-leggings-set	"Keep little ones comfortable all day in the Roll Neck Bodysuit & Leggings Set. Both crafted in the softest organic cotton and bamboo. The fabric is breathable with a little stretch for a comfortable fit. The baby bodysuit features popper fastening on the back to make changing babies and toddlers simpler. Bodysuit features: • Made from our signature 30% organic cotton and 70% bamboo fabric • Back opening with poppers • High neck Leggings feature: • Made from our signature 30% organic cotton and 7"	"Fashion & accessories"	"babymori.com"	42	KIDS	"EIGHTEEN_TO_30, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
38	cmu3qwzit07ybtcod25e4r2tr	"Long Sleeve Bodysuit - Blue Stripe"	https://babymori.com/products/long-sleeve-bodysuit-blue-stripe	"An essential for any little one's wardrobe, our Long Sleeve Bodysuit is perfect for day & night. Crafted from our signature organic cotton and bamboo fabric, the baby bodysuit is designed to keep your little one comfortable with long sleeves & an envelope neckline for easy changes. • Made from our signature 30% organic cotton and 70% bamboo fabric • Envelope neck opening for easy dressing • Fold over scratch mitts up to 6m • Nickel-free poppers on crotch PERSONALISATION: case sensitive, up to 10"	"Fashion & accessories"	"babymori.com"	20	KIDS	"Under 5"
39	cmu3qw8kc07vbtcodbx70qy6x	"Roll Neck Bodysuit 2 Pack"	https://babymori.com/products/roll-neck-bodysuit-2-pack	"Our Roll Neck Bodysuit 2 Pack makes dressing your little one simpler. Both are crafted in our signature organic cotton and bamboo fabric which is supersoft and gentle on sensitive skin. The bodysuits feature a back popper opening. • Made from our signature 30% organic cotton and 70% bamboo fabric • Back opening with poppers • High neck • Fold over scratch mitts up to 6m • Nickel-free poppers on crotch Pair with our comfy jogger s for an easy outift."	"Fashion & accessories"	"babymori.com"	40.5	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
40	cmu3qwzib07vltcodukdtkdn9	"Bib - Blush Stripe"	https://babymori.com/products/bib-blush-stripe	"Ideal for spills and milk dribbles, our Bib is double-ply for an extra layer of absorption. Made in our softest signature fabric, this bandana style bib features poppers for three neck sizes so it fits your little one perfectly. • Made from our signature organic cotton 30% and 70% bamboo fabric • Adjustable to three neck sizes • Double-ply for extra absorption"	"Home & interiors"	"babymori.com"	11	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
41	cmu3qwzib07vntcodyziy14tz	"Bib - Blue Stripe"	https://babymori.com/products/bib	"Ideal for spills and milk dribbles, our Bib is double-ply for an extra layer of absorption. Made in our softest signature fabric, this bandana style bib features poppers for three neck sizes so it fits your little one perfectly. • Made from our signature organic cotton 30% and 70% bamboo fabric • Adjustable to three neck sizes • Double-ply for extra absorption"	"Home & interiors"	"babymori.com"	11	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
42	cmu3qwzia07vhtcodincld6sv	"Pre-Washed Mixed Muslins 6 Pack"	https://babymori.com/products/pre-washed-mixed-muslins-6-pack	"Be ready for every moment with our 6-pack of muslins. The pack contains 2 large-sized muslins and 4 regular-sized. Perfect for a myriad of uses from burp cloth to swaddle, or even as wearable blankets. Made from 100% pure cotton Pre-washed material All over MORI print Large measures: 110 x 110cm Regular measures: 75 x 75cm"	"Home & interiors"	"babymori.com"	56	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
43	cmu3qwzic07vptcodcm92ki2g	"Short Sleeve Kimono Bodysuit 4 Pack"	https://babymori.com/products/short-sleeve-kimono-bodysuit-4-pack	"Keep your little one feeling comfortable on warm days with our Short Sleeve Kimono Bodysuits 4 Pack. Made in our signature fabric, these baby bodysuits have a wrap style front for easy dressing. • Made from our signature 30% organic cotton & 70% bamboo fabric • Wrap kimono style • Nickel-free poppers on crotch Pair with ou r comfy jogge rs for an easy outift."	"Fashion & accessories"	"babymori.com"	64.5	KIDS	"Under 5"
44	cmu3qwzii07wptcodhxszyegn	"Baby Booties - Oatmeal Stripe"	https://babymori.com/products/baby-booties-oatmeal-stripe	"Keep baby's little toes nice and toasty with our Baby Booties. Crafted from our soft signature fabric, the booties have elastic in the heel to make getting dressed simpler. • Made from our signature organic cotton 30% and 70% bamboo fabric • Stretch material at heel to make dressing simple • Without rubber pads for under 9m • With rubber pads on sole for over 9m"	"Fashion & accessories"	"babymori.com"	7.25	KIDS	"Under 5"
45	cmu3qwzic07vrtcod5co6uad5	"Front Opening Sleepsuit"	https://babymori.com/products/front-opening-sleepsuit	"Crafted in our softest signature fabric, our Front Opening Sleepsuit will ensure your little one has a comfortable sleep every night. Made for those who like to get dressed on their backs, this sleepsuit is designed with nickel-free poppers from head to toe. • Made from our signature 30% organic cotton and 70% bamboo fabric • Nickel-free popper fastening • Fold over scratch mitts up to 9m • With feet up to 9m, without feet over 9m PERSONALISATION : case sensitive, up to 10 characters. Please not"	"Fashion & accessories"	"babymori.com"	20	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
46	cmu3pxfao00sbtcodm0tzoy7y	"Liewood Chase Chair - Tuscany Rose"	https://babymori.com/products/liewood-chase-chair-tuscany-rose	"The Liewood Chase Chair gives children a comfy, secure place to sit for crafts, meals or garden play. Made from sturdy recycled materials with anti-slip feet, it’s light enough for them to move themselves and stackable when you need extra space. An ergonomic shape supports little backs, so they can sit happily for longer. • Versatile lounge chair for indoors and outdoors • Made from 60% recycled ABS, easy to wipe clean • Anti-slip TPE feet and wide legs for extra stability • Ergonomic back suppo"	"Fashion & accessories"	"babymori.com"	37.1	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
47	cmu3qwzie07w1tcodxagmrswj	"Long Sleeve Bodysuit 7 Pack"	https://babymori.com/products/long-sleeve-bodysuit-7-pack	"We know that little ones get through a lot of clothes, which is why we created the Long Sleeve Bodysuit 7 Pack, ideal for every day of the week. Crafted from our softest and safest signature organic cotton and bamboo fabric, so your baby or toddler is always comfortable. • Made from our signature 30% organic cotton and 70% bamboo fabric • Long sleeves • Envelope neck fastening for easy dressing • Fold over mitts for babies under 6m • Nickel-free poppers on crotch"	"Fashion & accessories"	"babymori.com"	91	KIDS	"Under 5"
48	cmu3qwzie07w3tcodxyczpj8a	"Kimono Bodysuit 7 Pack"	https://babymori.com/products/kimono-bodysuit-7-pack	"Your little one will spend a lot of their time in a bodysuit , which is why we curated our Kimono Bodysuit 7 Pack to make every day simpler. Made using our softest signature fabric, which provides comfort for your baby or toddler. • Made from our signature 30% organic cotton and 70% bamboo fabric • Long sleeves • Wrap kimono style • Fold over mitts for babies under 6m • Nickel-free poppers on crotch"	"Fashion & accessories"	"babymori.com"	102.5	KIDS	"Under 5"
49	cmu3qwzid07vxtcodi24kf325	"Front Opening Sleepsuit 7 Pack"	https://babymori.com/products/front-opening-sleepsuit-7-pack	"Sleep is important for your little one's development and health. For the softest sleep every night we’ve created the Front Opening Sleepsuit 7 Pack. All the babgrows included are made from signature organic cotton and bamboo, which is breathable to keep your little one comfortable when dreaming. • Made from our signature organic cotton 30% and 70% bamboo fabric • Nickel-free popper fastening • Safety tab on zipper • Fold over scratch mitts up to 9m • With feet up to 9m, without feet over 9m Pair"	"Fashion & accessories"	"babymori.com"	152.5	KIDS	"EIGHTEEN_TO_30, ELEVEN_TO_17, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
50	cmu3qwzif07wbtcod5fkixg8r	"Baby Hat - Grey"	https://babymori.com/products/hat-grey	"Our supersoft baby hats are perfect for keeping little heads warm. They're made from breathable and temperature-regulating fabrics. Made from our signature fabric: 70% bamboo and 30% organic cotton Flexible roll-up length"	"Fashion & accessories"	"babymori.com"	12	KIDS	"Under 5"
51	cmu3qwzif07w9tcodxu4y8pic	"Short Sleeve Kimono Bodysuit - Blush Stripe"	https://babymori.com/products/short-sleeve-kimono-blush-stripe	"Keep your little one comfortable on warmer days or nights in our short-sleeved kimono bodysuit . It's made from breathable & thermoregulating bamboo and organic cotton. A wrap front makes dressing or changing easier. • Made from our signature fabric: 70% bamboo and 30% organic cotton • Short sleeves • Kimono-style wrap • Nickle-free poppers on crotch"	"Fashion & accessories"	"babymori.com"	21.5	KIDS	"EIGHTEEN_TO_30, FIFTY_ONE_PLUS, THIRTY_ONE_TO_50"
52	cmu3qwzih07whtcodks9uzk7e	"Sleeveless Bodysuit - Grey"	https://babymori.com/products/sleeveless-bodysuit	"Little ones are sensitive to the heat during summer, which is why our organic cotton and bamboo fabric is breathable and thermoregulating to help them feel comfortable. Our baby bodysuit is an essential item for every day and has fuss-free poppers for quick changes. • Made from our signature 30% organic cotton and 70% bamboo fabric • Nickel-free poppers on crotch"	"Fashion & accessories"	"babymori.com"	11.55	KIDS	"Under 5"
53	cmu3qwzih07wjtcod7ngg90d3	"Baby Bear Hat"	https://babymori.com/products/baby-bear-hat	"Our Baby Bear Hat is made from our soft signature fabric, which helps to keep little one's head warm and comfortable. • Made from our signature 30% organic cotton and 70% bamboo fabric • Featuring bear style ears • Rolled up hem design"	"Fashion & accessories"	"babymori.com"	6	KIDS	"Under 5"
54	cmu3qwzih07wltcodj1pvr6ev	"Baby Hat - Grey Stripe"	https://babymori.com/products/hat-grey-stripe	"Our supersoft baby hats are perfect for keeping little heads warm. They're made from breathable and temperature-regulating fabrics. Made from our signature fabric: 70% bamboo and 30% organic cotton Flexible roll-up length"	"Fashion & accessories"	"babymori.com"	6	KIDS	"Under 5"
55	cmu3qwzii07wntcodero2f934	"Pramsuit - Grey Stripe"	https://babymori.com/products/pramsuit	"Our snug pramsuit was designed to keep little ones warm on chilly days exploring. It features a concealed zipper for simpler changes and a hood to keep out the cold. It's crafted in our softest signature fabric with padding for extra warmth. Made from our signature 30% organic cotton and 70% bamboo fabric Filling 100% Polyester Padded for warmth & comfort Ear detail on hood Concealed zip-up front Scratch mitts & feet up to 9-12m Mitts and feet removed 12-18m onwards, replaced with elasticated cu"	"Fashion & accessories"	"babymori.com"	55	KIDS	"Under 5"
